cropFileName,subset,sourceImageFileName,sourceImageStem,trueClassIndex,predictedClassIndex,trueClassName,predictedClassName,predictedConfidence,cropWidth,cropHeight,hasXmlFilenameMismatch,isExactDuplicateImage,isCrossSplitDuplicateImage
test__189__obj001__craze.png,test,189.jpg,189,0,0,craze,craze,0.9904395341873169,423,303,0,0,0
test__198__obj001__craze.png,test,198.jpg,198,0,2,craze,surface_injure,0.7056066989898682,611,862,0,0,0
test__214__obj001__craze.png,test,214.jpg,214,0,0,craze,craze,0.9972231388092041,870,486,0,0,0
test__296__obj001__craze.png,test,296.jpg,296,0,0,craze,craze,0.9676820039749146,615,322,0,0,0
test__326__obj001__craze.png,test,326.jpg,326,0,0,craze,craze,0.810297966003418,390,141,0,0,0
test__464__obj001__craze.png,test,464.jpg,464,0,0,craze,craze,0.744986891746521,369,458,0,0,0
test__469__obj001__craze.png,test,469.jpg,469,0,0,craze,craze,0.9932290315628052,442,378,0,0,0
test__51__obj001__craze.png,test,51.jpg,51,0,1,craze,corrosion,0.6815324425697327,100,125,0,0,0
test__51__obj002__craze.png,test,51.jpg,51,0,1,craze,corrosion,0.5153342485427856,185,830,0,0,0
test__563__obj001__craze.png,test,563.jpg,563,0,2,craze,surface_injure,0.5559942722320557,550,703,0,0,0
test__57__obj001__craze.png,test,57.jpg,57,0,0,craze,craze,0.8115333914756775,300,124,0,0,0
test__574__obj001__craze.png,test,574.jpg,574,0,0,craze,craze,0.8495026230812073,327,321,0,0,0
test__580__obj001__craze.png,test,580.jpg,580,0,0,craze,craze,0.9831770062446594,479,322,0,0,0
test__61__obj001__craze.png,test,61.jpg,61,0,0,craze,craze,0.5489663481712341,199,166,0,0,0
test__61__obj002__craze.png,test,61.jpg,61,0,0,craze,craze,0.6092873811721802,264,261,0,0,0
test__61__obj003__craze.png,test,61.jpg,61,0,0,craze,craze,0.9513465762138367,335,326,0,0,0
test__701__obj001__craze.png,test,701.jpg,701,0,0,craze,craze,0.971942663192749,692,747,0,0,0
test__71__obj001__craze.png,test,71.jpg,71,0,0,craze,craze,0.9777712821960449,903,406,0,0,0
test__73__obj001__craze.png,test,73.jpg,73,0,2,craze,surface_injure,0.8887848258018494,480,430,0,0,0
test__786__obj001__craze.png,test,786.jpg,786,0,0,craze,craze,0.6731275320053101,611,118,1,0,0
test__81__obj001__craze.png,test,81.jpg,81,0,0,craze,craze,0.9825723171234131,211,178,0,0,0
test__81__obj002__craze.png,test,81.jpg,81,0,0,craze,craze,0.9441020488739014,310,341,0,0,0
test__81__obj003__craze.png,test,81.jpg,81,0,0,craze,craze,0.9989199638366699,416,389,0,0,0
test__824__obj001__craze.png,test,824.jpg,824,0,0,craze,craze,0.504672646522522,111,351,0,0,0
test__912__obj001__craze.png,test,912.jpg,912,0,0,craze,craze,0.9969749450683594,588,311,1,0,0
test__93__obj001__craze.png,test,93.jpg,93,0,0,craze,craze,0.9019179344177246,790,312,0,0,0
test__1017__obj001__hide_craze.png,test,1017.jpg,1017,5,5,hide_craze,hide_craze,0.9332133531570435,72,39,0,0,0
test__1017__obj002__hide_craze.png,test,1017.jpg,1017,5,5,hide_craze,hide_craze,0.9831809401512146,29,194,0,0,0
test__1034__obj001__hide_craze.png,test,1034.jpg,1034,5,5,hide_craze,hide_craze,0.899819016456604,88,472,1,0,0
test__1044__obj001__hide_craze.png,test,1044.jpg,1044,5,5,hide_craze,hide_craze,0.6942147016525269,317,108,1,0,0
test__13__obj001__hide_craze.png,test,13.jpg,13,5,5,hide_craze,hide_craze,0.9777451753616333,151,159,0,0,0
test__13__obj002__hide_craze.png,test,13.jpg,13,5,5,hide_craze,hide_craze,0.975967526435852,31,164,0,0,0
test__146__obj001__hide_craze.png,test,146.jpg,146,5,5,hide_craze,hide_craze,0.9877915382385254,200,459,0,0,0
test__163__obj001__hide_craze.png,test,163.jpg,163,5,5,hide_craze,hide_craze,0.9676372408866882,60,137,0,0,0
test__198__obj002__hide_craze.png,test,198.jpg,198,5,5,hide_craze,hide_craze,0.9693408608436584,282,60,0,0,0
test__209__obj001__hide_craze.png,test,209.jpg,209,5,5,hide_craze,hide_craze,0.9949163198471069,448,64,0,0,0
test__224__obj001__hide_craze.png,test,224.jpg,224,5,5,hide_craze,hide_craze,0.9872391819953918,833,270,0,0,0
test__228__obj001__hide_craze.png,test,228.jpg,228,5,0,hide_craze,craze,0.6792693734169006,77,79,0,0,0
test__228__obj002__hide_craze.png,test,228.jpg,228,5,5,hide_craze,hide_craze,0.5943021178245544,126,108,0,0,0
test__234__obj001__hide_craze.png,test,234.jpg,234,5,5,hide_craze,hide_craze,0.9961497783660889,172,371,0,0,0
test__234__obj002__hide_craze.png,test,234.jpg,234,5,5,hide_craze,hide_craze,0.9976754784584045,254,216,0,0,0
test__234__obj003__hide_craze.png,test,234.jpg,234,5,5,hide_craze,hide_craze,0.9993876218795776,163,155,0,0,0
test__234__obj004__hide_craze.png,test,234.jpg,234,5,5,hide_craze,hide_craze,0.9931656718254089,249,132,0,0,0
test__276__obj001__hide_craze.png,test,276.jpg,276,5,5,hide_craze,hide_craze,0.9227555394172668,479,91,0,0,0
test__276__obj002__hide_craze.png,test,276.jpg,276,5,5,hide_craze,hide_craze,0.9635169506072998,344,70,0,0,0
test__284__obj001__hide_craze.png,test,284.jpg,284,5,5,hide_craze,hide_craze,0.9923259019851685,60,445,0,0,0
test__379__obj001__hide_craze.png,test,379.jpg,379,5,5,hide_craze,hide_craze,0.8386853337287903,418,391,0,0,0
test__379__obj002__hide_craze.png,test,379.jpg,379,5,5,hide_craze,hide_craze,0.6246756315231323,385,277,0,0,0
test__388__obj001__hide_craze.png,test,388.jpg,388,5,5,hide_craze,hide_craze,0.9818504452705383,227,47,0,0,0
test__438__obj001__hide_craze.png,test,438.jpg,438,5,5,hide_craze,hide_craze,0.44964712858200073,856,161,0,0,0
test__457__obj001__hide_craze.png,test,457.jpg,457,5,1,hide_craze,corrosion,0.43205147981643677,53,156,0,0,0
test__457__obj002__hide_craze.png,test,457.jpg,457,5,5,hide_craze,hide_craze,0.7888094186782837,33,69,0,0,0
test__457__obj003__hide_craze.png,test,457.jpg,457,5,5,hide_craze,hide_craze,0.9413867592811584,59,115,0,0,0
test__464__obj002__hide_craze.png,test,464.jpg,464,5,5,hide_craze,hide_craze,0.9631091952323914,151,36,0,0,0
test__511__obj001__hide_craze.png,test,511.jpg,511,5,5,hide_craze,hide_craze,0.9782675504684448,81,344,0,0,0
test__511__obj002__hide_craze.png,test,511.jpg,511,5,5,hide_craze,hide_craze,0.9401247501373291,54,216,0,0,0
test__54__obj001__hide_craze.png,test,54.jpg,54,5,5,hide_craze,hide_craze,0.9828358292579651,30,237,0,0,0
test__54__obj002__hide_craze.png,test,54.jpg,54,5,5,hide_craze,hide_craze,0.9893887639045715,25,359,0,0,0
test__541__obj001__hide_craze.png,test,541.jpg,541,5,5,hide_craze,hide_craze,0.995552122592926,256,443,0,0,0
test__569__obj001__hide_craze.png,test,569.jpg,569,5,5,hide_craze,hide_craze,0.9865878224372864,955,199,0,0,0
test__597__obj001__hide_craze.png,test,597.jpg,597,5,5,hide_craze,hide_craze,0.9855040907859802,572,70,0,0,0
test__600__obj001__hide_craze.png,test,600.jpg,600,5,0,hide_craze,craze,0.5141280293464661,628,125,0,0,0
test__610__obj001__hide_craze.png,test,610.jpg,610,5,5,hide_craze,hide_craze,0.9966802597045898,103,80,0,0,0
test__623__obj001__hide_craze.png,test,623.jpg,623,5,5,hide_craze,hide_craze,0.9209789633750916,797,178,0,0,0
test__633__obj001__hide_craze.png,test,633.jpg,633,5,5,hide_craze,hide_craze,0.9595323801040649,367,107,0,0,0
test__642__obj001__hide_craze.png,test,642.jpg,642,5,5,hide_craze,hide_craze,0.9788364768028259,420,214,0,0,0
test__643__obj001__hide_craze.png,test,643.jpg,643,5,2,hide_craze,surface_injure,0.6926180124282837,192,142,0,0,0
test__655__obj001__hide_craze.png,test,655.jpg,655,5,4,hide_craze,crack,0.8150538802146912,98,69,0,0,0
test__663__obj001__hide_craze.png,test,663.jpg,663,5,2,hide_craze,surface_injure,0.6719922423362732,158,154,0,0,0
test__67__obj001__hide_craze.png,test,67.jpg,67,5,5,hide_craze,hide_craze,0.9916936755180359,307,99,0,0,0
test__671__obj001__hide_craze.png,test,671.jpg,671,5,5,hide_craze,hide_craze,0.9939847588539124,552,468,0,0,0
test__677__obj001__hide_craze.png,test,677.jpg,677,5,5,hide_craze,hide_craze,0.6560029983520508,456,283,0,0,0
test__696__obj001__hide_craze.png,test,696.jpg,696,5,5,hide_craze,hide_craze,0.9974201917648315,419,230,0,0,0
test__696__obj002__hide_craze.png,test,696.jpg,696,5,5,hide_craze,hide_craze,0.9868487119674683,415,125,0,0,0
test__718__obj001__hide_craze.png,test,718.jpg,718,5,5,hide_craze,hide_craze,0.9968671202659607,577,334,0,0,0
test__721__obj001__hide_craze.png,test,721.jpg,721,5,5,hide_craze,hide_craze,0.5547622442245483,913,39,0,0,0
test__764__obj001__hide_craze.png,test,764.jpg,764,5,5,hide_craze,hide_craze,0.9777858853340149,102,62,1,0,0
test__875__obj001__hide_craze.png,test,875.jpg,875,5,5,hide_craze,hide_craze,0.8070092797279358,256,624,0,0,0
test__875__obj002__hide_craze.png,test,875.jpg,875,5,5,hide_craze,hide_craze,0.9471129775047302,325,245,0,0,0
test__1029__obj001__surface_injure.png,test,1029.jpg,1029,2,2,surface_injure,surface_injure,0.48078688979148865,711,176,1,0,0
test__112__obj001__surface_injure.png,test,112.jpg,112,2,2,surface_injure,surface_injure,0.8686050772666931,635,186,0,0,0
test__142__obj001__surface_injure.png,test,142.jpg,142,2,1,surface_injure,corrosion,0.9559926390647888,894,98,0,0,0
test__178__obj001__surface_injure.png,test,178.jpg,178,2,2,surface_injure,surface_injure,0.8767845630645752,145,761,0,0,0
test__178__obj002__surface_injure.png,test,178.jpg,178,2,2,surface_injure,surface_injure,0.9815931916236877,84,224,0,0,0
test__178__obj003__surface_injure.png,test,178.jpg,178,2,2,surface_injure,surface_injure,0.9912788271903992,142,275,0,0,0
test__196__obj001__surface_injure.png,test,196.jpg,196,2,2,surface_injure,surface_injure,0.9973266124725342,208,321,0,0,0
test__196__obj002__surface_injure.png,test,196.jpg,196,2,2,surface_injure,surface_injure,0.9915516376495361,366,200,0,0,0
test__217__obj001__surface_injure.png,test,217.jpg,217,2,2,surface_injure,surface_injure,0.6858822703361511,57,199,0,0,0
test__234__obj005__surface_injure.png,test,234.jpg,234,2,2,surface_injure,surface_injure,0.8872189521789551,175,217,0,0,0
test__255__obj001__surface_injure.png,test,255.jpg,255,2,2,surface_injure,surface_injure,0.868788480758667,67,98,0,0,0
test__255__obj002__surface_injure.png,test,255.jpg,255,2,2,surface_injure,surface_injure,0.4385058283805847,156,880,0,0,0
test__257__obj001__surface_injure.png,test,257.jpg,257,2,2,surface_injure,surface_injure,0.907962441444397,181,400,0,0,0
test__257__obj002__surface_injure.png,test,257.jpg,257,2,2,surface_injure,surface_injure,0.9914442896842957,274,210,0,0,0
test__273__obj001__surface_injure.png,test,273.jpg,273,2,2,surface_injure,surface_injure,0.9970334768295288,97,61,0,0,0
test__285__obj001__surface_injure.png,test,285.jpg,285,2,2,surface_injure,surface_injure,0.9993487000465393,360,223,0,0,0
test__285__obj002__surface_injure.png,test,285.jpg,285,2,2,surface_injure,surface_injure,0.8074609041213989,26,324,0,0,0
test__326__obj002__surface_injure.png,test,326.jpg,326,2,2,surface_injure,surface_injure,0.6767066717147827,122,59,0,0,0
test__332__obj001__surface_injure.png,test,332.jpg,332,2,2,surface_injure,surface_injure,0.9141929745674133,711,208,0,0,0
test__363__obj001__surface_injure.png,test,363.jpg,363,2,2,surface_injure,surface_injure,0.998485267162323,350,561,0,0,0
test__407__obj001__surface_injure.png,test,407.jpg,407,2,2,surface_injure,surface_injure,0.9991933703422546,382,463,0,0,0
test__432__obj001__surface_injure.png,test,432.jpg,432,2,2,surface_injure,surface_injure,0.9990745782852173,219,334,0,0,0
test__476__obj001__surface_injure.png,test,476.jpg,476,2,2,surface_injure,surface_injure,0.9563869833946228,499,184,0,0,0
test__479__obj001__surface_injure.png,test,479.jpg,479,2,3,surface_injure,thunderstrike,0.5112786889076233,139,119,0,0,0
test__48__obj001__surface_injure.png,test,48.jpg,48,2,2,surface_injure,surface_injure,0.998839795589447,159,321,0,0,0
test__551__obj001__surface_injure.png,test,551.jpg,551,2,2,surface_injure,surface_injure,0.8228567242622375,527,127,0,0,0
test__551__obj002__surface_injure.png,test,551.jpg,551,2,2,surface_injure,surface_injure,0.9717637896537781,136,493,0,0,0
test__551__obj003__surface_injure.png,test,551.jpg,551,2,2,surface_injure,surface_injure,0.7835707068443298,49,420,0,0,0
test__57__obj002__surface_injure.png,test,57.jpg,57,2,0,surface_injure,craze,0.45444256067276,109,61,0,0,0
test__591__obj001__surface_injure.png,test,591.jpg,591,2,2,surface_injure,surface_injure,0.9566646814346313,536,148,0,0,0
test__591__obj002__surface_injure.png,test,591.jpg,591,2,2,surface_injure,surface_injure,0.9729250073432922,128,479,0,0,0
test__623__obj002__surface_injure.png,test,623.jpg,623,2,2,surface_injure,surface_injure,0.6690855026245117,44,125,0,0,0
test__642__obj002__surface_injure.png,test,642.jpg,642,2,2,surface_injure,surface_injure,0.9795280694961548,58,135,0,0,0
test__671__obj002__surface_injure.png,test,671.jpg,671,2,2,surface_injure,surface_injure,0.9854626655578613,199,93,0,0,0
test__689__obj001__surface_injure.png,test,689.jpg,689,2,2,surface_injure,surface_injure,0.6717313528060913,58,116,0,0,0
test__689__obj002__surface_injure.png,test,689.jpg,689,2,2,surface_injure,surface_injure,0.9684204459190369,59,68,0,0,0
test__689__obj003__surface_injure.png,test,689.jpg,689,2,2,surface_injure,surface_injure,0.9996046423912048,125,117,0,0,0
test__689__obj004__surface_injure.png,test,689.jpg,689,2,2,surface_injure,surface_injure,0.9530205726623535,95,56,0,0,0
test__746__obj001__surface_injure.png,test,746.jpg,746,2,2,surface_injure,surface_injure,0.9986579418182373,200,397,1,0,0
test__764__obj002__surface_injure.png,test,764.jpg,764,2,5,surface_injure,hide_craze,0.6408613324165344,66,59,1,0,0
test__841__obj001__surface_injure.png,test,841.jpg,841,2,2,surface_injure,surface_injure,0.9434338212013245,335,529,1,0,0
test__859__obj001__surface_injure.png,test,859.jpg,859,2,3,surface_injure,thunderstrike,0.43197333812713623,238,119,1,0,0
test__859__obj002__surface_injure.png,test,859.jpg,859,2,2,surface_injure,surface_injure,0.9739717245101929,411,329,1,0,0
test__859__obj003__surface_injure.png,test,859.jpg,859,2,3,surface_injure,thunderstrike,0.49769899249076843,326,368,1,0,0
test__864__obj001__surface_injure.png,test,864.jpg,864,2,2,surface_injure,surface_injure,0.9747440218925476,284,290,0,0,0
test__905__obj001__surface_injure.png,test,905.jpg,905,2,1,surface_injure,corrosion,0.9995662569999695,183,100,1,0,0
test__905__obj002__surface_injure.png,test,905.jpg,905,2,2,surface_injure,surface_injure,0.9990074038505554,176,178,1,0,0
test__905__obj003__surface_injure.png,test,905.jpg,905,2,2,surface_injure,surface_injure,0.989018440246582,87,89,1,0,0
test__936__obj001__surface_injure.png,test,936.jpg,936,2,2,surface_injure,surface_injure,0.9987377524375916,213,336,1,0,0
test__940__obj001__surface_injure.png,test,940.jpg,940,2,3,surface_injure,thunderstrike,0.6623470187187195,786,345,1,0,0
test__947__obj001__surface_injure.png,test,947.jpg,947,2,2,surface_injure,surface_injure,0.9986709356307983,304,209,1,0,0
test__971__obj001__surface_injure.png,test,971.jpg,971,2,2,surface_injure,surface_injure,0.8412114977836609,576,238,1,0,0
test__999__obj001__surface_injure.png,test,999.jpg,999,2,1,surface_injure,corrosion,0.5213860273361206,192,428,1,0,0
test__112__obj002__thunderstrike.png,test,112.jpg,112,3,3,thunderstrike,thunderstrike,0.9996179342269897,350,375,0,0,0
test__191__obj001__thunderstrike.png,test,191.jpg,191,3,3,thunderstrike,thunderstrike,0.9022893905639648,337,758,0,0,0
test__273__obj002__thunderstrike.png,test,273.jpg,273,3,3,thunderstrike,thunderstrike,0.9472461342811584,220,81,0,0,0
test__274__obj001__thunderstrike.png,test,274.jpg,274,3,0,thunderstrike,craze,0.5017120242118835,139,248,0,0,0
test__32__obj001__thunderstrike.png,test,32.jpg,32,3,3,thunderstrike,thunderstrike,0.9978749752044678,469,291,0,0,0
test__32__obj002__thunderstrike.png,test,32.jpg,32,3,3,thunderstrike,thunderstrike,0.9742611646652222,248,283,0,0,0
test__479__obj002__thunderstrike.png,test,479.jpg,479,3,3,thunderstrike,thunderstrike,0.983219563961029,164,53,0,0,0
test__551__obj004__thunderstrike.png,test,551.jpg,551,3,3,thunderstrike,thunderstrike,0.9994133710861206,308,428,0,0,0
test__591__obj003__thunderstrike.png,test,591.jpg,591,3,3,thunderstrike,thunderstrike,0.99672532081604,347,381,0,0,0
test__686__obj001__thunderstrike.png,test,686.jpg,686,3,3,thunderstrike,thunderstrike,0.9996054768562317,388,703,0,0,0
test__699__obj001__thunderstrike.png,test,699.jpg,699,3,3,thunderstrike,thunderstrike,0.9947987794876099,170,291,0,0,0
test__775__obj002__thunderstrike.png,test,775.jpg,775,3,3,thunderstrike,thunderstrike,0.8250241279602051,130,108,1,0,0
test__791__obj001__thunderstrike.png,test,791.jpg,791,3,3,thunderstrike,thunderstrike,0.9992314577102661,776,499,1,0,0
test__794__obj001__thunderstrike.png,test,794.jpg,794,3,1,thunderstrike,corrosion,0.4888237714767456,337,758,1,0,0
test__854__obj001__thunderstrike.png,test,854.jpg,854,3,3,thunderstrike,thunderstrike,0.9770464301109314,172,253,1,0,0
test__863__obj001__thunderstrike.png,test,863.jpg,863,3,3,thunderstrike,thunderstrike,0.9438225626945496,152,278,0,0,0
